47.140746706, -20
47.140746706, -19
47.140746706, -21
47.140746706, -20
47.140746706, -18
47.140746706, -20
47.140746706, -19
47.140746706, -19
47.140746706, -20
47.140746706, -18
47.140746706, -21
47.140746706, -20
47.140746706, -20
47.140746706, -21
47.140746706, -19
47.140746706, -20
47.140746706, -19
47.140746706, -19
47.140746706, -21
47.140746706, -19
88.6467709508, -30
88.6467709508, -27
88.6467709508, -35
88.6467709508, -30
88.6467709508, -29
88.6467709508, -30
88.6467709508, -29
88.6467709508, -29
88.6467709508, -29
88.6467709508, -29
88.6467709508, -30
88.6467709508, -26
88.6467709508, -30
88.6467709508, -32
88.6467709508, -28
88.6467709508, -30
88.6467709508, -28
88.6467709508, -27
88.6467709508, -29
88.6467709508, -31
463.978717184, -46
463.978717184, -46
463.978717184, -46
463.978717184, -49
463.978717184, -48
463.978717184, -49
463.978717184, -46
463.978717184, -46
463.978717184, -46
463.978717184, -62
463.978717184, -48
463.978717184, -46
463.978717184, -46
463.978717184, -47
463.978717184, -49
463.978717184, -50
463.978717184, -49
463.978717184, -48
463.978717184, -50
463.978717184, -49
409.265500623, -45
409.265500623, -47
409.265500623, -48
409.265500623, -46
409.265500623, -47
409.265500623, -46
409.265500623, -49
409.265500623, -46
409.265500623, -47
409.265500623, -47
409.265500623, -46
409.265500623, -48
409.265500623, -47
409.265500623, -50
409.265500623, -49
409.265500623, -49
409.265500623, -48
409.265500623, -49
409.265500623, -49
409.265500623, -50
505.549453565, -38
505.549453565, -37
505.549453565, -37
505.549453565, -38
505.549453565, -36
505.549453565, -37
505.549453565, -39
505.549453565, -37
505.549453565, -38
505.549453565, -38
505.549453565, -37
505.549453565, -37
505.549453565, -39
505.549453565, -39
505.549453565, -39
505.549453565, -45
505.549453565, -39
505.549453565, -38
505.549453565, -38
505.549453565, -39
640.926087782, -40
640.926087782, -38
640.926087782, -39
640.926087782, -43
640.926087782, -38
640.926087782, -37
640.926087782, -40
640.926087782, -39
640.926087782, -40
640.926087782, -42
640.926087782, -48
640.926087782, -40
640.926087782, -40
640.926087782, -41
640.926087782, -41
640.926087782, -43
640.926087782, -40
640.926087782, -43
640.926087782, -44
640.926087782, -43
524.478073898, -46
524.478073898, -47
524.478073898, -47
524.478073898, -48
524.478073898, -47
524.478073898, -48
524.478073898, -47
524.478073898, -47
524.478073898, -48
524.478073898, -48
524.478073898, -48
524.478073898, -46
524.478073898, -46
524.478073898, -50
524.478073898, -48
524.478073898, -48
524.478073898, -46
524.478073898, -46
524.478073898, -46
524.478073898, -47
360.541606476, -34
360.541606476, -32
360.541606476, -34
360.541606476, -38
360.541606476, -35
360.541606476, -35
360.541606476, -33
360.541606476, -33
360.541606476, -34
360.541606476, -34
360.541606476, -34
360.541606476, -33
360.541606476, -35
360.541606476, -34
360.541606476, -37
360.541606476, -32
360.541606476, -39
360.541606476, -31
360.541606476, -34
360.541606476, -35
387.268963383, -43
387.268963383, -43
387.268963383, -41
387.268963383, -43
387.268963383, -43
387.268963383, -42
387.268963383, -40
387.268963383, -41
387.268963383, -40
387.268963383, -42
387.268963383, -41
387.268963383, -40
387.268963383, -47
387.268963383, -40
387.268963383, -40
387.268963383, -40
387.268963383, -40
387.268963383, -40
387.268963383, -40
387.268963383, -43
136.737887946, -36
136.737887946, -38
136.737887946, -39
136.737887946, -38
136.737887946, -41
136.737887946, -38
136.737887946, -39
136.737887946, -42
136.737887946, -41
136.737887946, -35
136.737887946, -37
136.737887946, -38
136.737887946, -40
136.737887946, -42
136.737887946, -40
136.737887946, -43
136.737887946, -44
136.737887946, -44
136.737887946, -43
136.737887946, -43
234.241862185, -35
234.241862185, -34
234.241862185, -34
234.241862185, -38
234.241862185, -35
234.241862185, -36
234.241862185, -35
234.241862185, -36
234.241862185, -35
234.241862185, -33
234.241862185, -31
234.241862185, -35
234.241862185, -34
234.241862185, -35
234.241862185, -34
234.241862185, -35
234.241862185, -35
234.241862185, -34
234.241862185, -33
234.241862185, -35
587.199497616, -46
587.199497616, -46
587.199497616, -44
587.199497616, -48
587.199497616, -46
587.199497616, -47
587.199497616, -43
587.199497616, -44
587.199497616, -43
587.199497616, -48
587.199497616, -50
587.199497616, -46
587.199497616, -47
587.199497616, -48
587.199497616, -48
587.199497616, -48
587.199497616, -53
587.199497616, -50
587.199497616, -53
587.199497616, -53
383.062984377, -42
383.062984377, -41
383.062984377, -39
383.062984377, -41
383.062984377, -40
383.062984377, -43
383.062984377, -42
383.062984377, -41
383.062984377, -41
383.062984377, -39
383.062984377, -40
383.062984377, -42
383.062984377, -40
383.062984377, -40
383.062984377, -40
383.062984377, -41
383.062984377, -41
383.062984377, -40
383.062984377, -40
383.062984377, -40
534.635623579, -45
534.635623579, -39
534.635623579, -41
534.635623579, -45
534.635623579, -44
534.635623579, -40
534.635623579, -40
534.635623579, -40
534.635623579, -41
534.635623579, -41
534.635623579, -39
534.635623579, -39
534.635623579, -38
534.635623579, -42
534.635623579, -39
534.635623579, -38
534.635623579, -40
534.635623579, -39
534.635623579, -36
534.635623579, -37
515.681345406, -45
515.681345406, -43
515.681345406, -46
515.681345406, -42
515.681345406, -47
515.681345406, -46
515.681345406, -47
515.681345406, -44
515.681345406, -46
515.681345406, -43
515.681345406, -42
515.681345406, -41
515.681345406, -44
515.681345406, -43
515.681345406, -42
515.681345406, -43
515.681345406, -40
515.681345406, -42
515.681345406, -42
515.681345406, -43
419.991964209, -35
419.991964209, -36
419.991964209, -35
419.991964209, -34
419.991964209, -40
419.991964209, -34
419.991964209, -36
419.991964209, -40
419.991964209, -35
419.991964209, -38
419.991964209, -33
419.991964209, -38
419.991964209, -34
419.991964209, -38
419.991964209, -38
419.991964209, -35
419.991964209, -35
419.991964209, -35
419.991964209, -35
419.991964209, -34
295.200355691, -34
295.200355691, -36
295.200355691, -35
295.200355691, -37
295.200355691, -38
295.200355691, -37
295.200355691, -37
295.200355691, -37
295.200355691, -37
295.200355691, -37
295.200355691, -36
295.200355691, -38
295.200355691, -40
295.200355691, -38
295.200355691, -37
295.200355691, -42
295.200355691, -36
295.200355691, -36
295.200355691, -38
295.200355691, -37
164.818839943, -43
164.818839943, -43
164.818839943, -42
164.818839943, -46
164.818839943, -43
164.818839943, -41
164.818839943, -43
164.818839943, -44
164.818839943, -41
164.818839943, -43
164.818839943, -48
164.818839943, -43
164.818839943, -49
164.818839943, -50
164.818839943, -42
164.818839943, -47
164.818839943, -43
164.818839943, -43
164.818839943, -47
164.818839943, -44
555.412684407, -36
555.412684407, -37
555.412684407, -37
555.412684407, -36
555.412684407, -37
555.412684407, -36
555.412684407, -37
555.412684407, -36
555.412684407, -38
555.412684407, -37
555.412684407, -35
555.412684407, -34
555.412684407, -36
555.412684407, -36
555.412684407, -36
555.412684407, -35
555.412684407, -37
555.412684407, -36
555.412684407, -35
555.412684407, -34
526.695595197, -35
526.695595197, -38
526.695595197, -35
526.695595197, -34
526.695595197, -36
526.695595197, -34
526.695595197, -34
526.695595197, -33
526.695595197, -33
526.695595197, -32
526.695595197, -35
526.695595197, -33
526.695595197, -35
526.695595197, -39
526.695595197, -34
526.695595197, -35
526.695595197, -33
526.695595197, -35
526.695595197, -33
526.695595197, -32
438.37797618, -45
438.37797618, -51
438.37797618, -48
438.37797618, -50
438.37797618, -49
438.37797618, -49
438.37797618, -48
438.37797618, -47
438.37797618, -48
438.37797618, -50
438.37797618, -53
438.37797618, -53
438.37797618, -51
438.37797618, -54
438.37797618, -55
438.37797618, -53
438.37797618, -53
438.37797618, -49
438.37797618, -52
438.37797618, -48
568.605531102, -35
568.605531102, -39
568.605531102, -41
568.605531102, -45
568.605531102, -42
568.605531102, -40
568.605531102, -41
568.605531102, -40
568.605531102, -38
568.605531102, -36
568.605531102, -41
568.605531102, -41
568.605531102, -41
568.605531102, -41
568.605531102, -39
568.605531102, -41
568.605531102, -40
568.605531102, -42
568.605531102, -42
568.605531102, -38
262.989068214, -38
262.989068214, -39
262.989068214, -39
262.989068214, -39
262.989068214, -38
262.989068214, -37
262.989068214, -38
262.989068214, -39
262.989068214, -38
262.989068214, -37
262.989068214, -38
262.989068214, -38
262.989068214, -41
262.989068214, -38
262.989068214, -38
262.989068214, -41
262.989068214, -39
262.989068214, -40
262.989068214, -42
262.989068214, -40
93.8895627852, -34
93.8895627852, -36
93.8895627852, -34
93.8895627852, -36
93.8895627852, -34
93.8895627852, -32
93.8895627852, -31
93.8895627852, -30
93.8895627852, -32
93.8895627852, -33
93.8895627852, -31
93.8895627852, -33
93.8895627852, -32
93.8895627852, -34
93.8895627852, -33
93.8895627852, -35
93.8895627852, -34
93.8895627852, -32
93.8895627852, -33
93.8895627852, -31
369.698863942, -44
369.698863942, -43
369.698863942, -45
369.698863942, -44
369.698863942, -43
369.698863942, -45
369.698863942, -43
369.698863942, -44
369.698863942, -45
369.698863942, -44
369.698863942, -45
369.698863942, -44
369.698863942, -43
369.698863942, -42
369.698863942, -44
369.698863942, -44
369.698863942, -42
369.698863942, -43
369.698863942, -43
369.698863942, -42
480.145030173, -38
480.145030173, -37
480.145030173, -38
480.145030173, -40
480.145030173, -39
480.145030173, -42
480.145030173, -40
480.145030173, -38
480.145030173, -41
480.145030173, -39
480.145030173, -37
480.145030173, -38
480.145030173, -38
480.145030173, -36
480.145030173, -37
480.145030173, -36
480.145030173, -37
480.145030173, -37
480.145030173, -37
480.145030173, -38
422.970743669, -49
422.970743669, -47
422.970743669, -48
422.970743669, -50
422.970743669, -51
422.970743669, -49
422.970743669, -51
422.970743669, -46
422.970743669, -51
422.970743669, -44
422.970743669, -47
422.970743669, -49
422.970743669, -48
422.970743669, -48
422.970743669, -49
422.970743669, -48
422.970743669, -49
422.970743669, -53
422.970743669, -50
422.970743669, -50
216.892254357, -38
216.892254357, -37
216.892254357, -37
216.892254357, -39
216.892254357, -37
216.892254357, -37
216.892254357, -40
216.892254357, -35
216.892254357, -37
216.892254357, -39
216.892254357, -35
216.892254357, -37
216.892254357, -40
216.892254357, -39
216.892254357, -41
216.892254357, -38
216.892254357, -37
216.892254357, -39
216.892254357, -39
216.892254357, -38
655.901860037, -47
655.901860037, -51
655.901860037, -50
655.901860037, -49
655.901860037, -52
655.901860037, -50
655.901860037, -48
655.901860037, -49
655.901860037, -49
655.901860037, -49
655.901860037, -47
655.901860037, -47
655.901860037, -48
655.901860037, -50
655.901860037, -52
655.901860037, -49
655.901860037, -49
655.901860037, -50
655.901860037, -50
655.901860037, -51
500.886464181, -43
500.886464181, -46
500.886464181, -46
500.886464181, -45
500.886464181, -43
500.886464181, -42
500.886464181, -45
500.886464181, -47
500.886464181, -44
500.886464181, -44
500.886464181, -43
500.886464181, -44
500.886464181, -47
500.886464181, -42
500.886464181, -40
500.886464181, -43
500.886464181, -43
500.886464181, -45
500.886464181, -45
500.886464181, -44
694.312069606, -38
694.312069606, -40
694.312069606, -41
694.312069606, -43
694.312069606, -41
694.312069606, -39
694.312069606, -44
694.312069606, -43
694.312069606, -42
694.312069606, -41
694.312069606, -40
694.312069606, -39
694.312069606, -44
694.312069606, -38
694.312069606, -43
694.312069606, -39
694.312069606, -39
694.312069606, -40
694.312069606, -40
694.312069606, -41
635.363872124, -49
635.363872124, -48
635.363872124, -50
635.363872124, -49
635.363872124, -50
635.363872124, -51
635.363872124, -50
635.363872124, -49
635.363872124, -50
635.363872124, -51
635.363872124, -46
635.363872124, -49
635.363872124, -53
635.363872124, -49
635.363872124, -50
635.363872124, -50
635.363872124, -51
635.363872124, -54
635.363872124, -49
635.363872124, -52
374.354444344, -38
374.354444344, -37
374.354444344, -38
374.354444344, -38
374.354444344, -38
374.354444344, -38
374.354444344, -38
374.354444344, -38
374.354444344, -38
374.354444344, -38
374.354444344, -37
374.354444344, -40
374.354444344, -39
374.354444344, -38
374.354444344, -38
374.354444344, -42
374.354444344, -38
374.354444344, -39
374.354444344, -38
374.354444344, -39
371.062326301, -46
371.062326301, -46
371.062326301, -42
371.062326301, -45
371.062326301, -43
371.062326301, -43
371.062326301, -38
371.062326301, -43
371.062326301, -47
371.062326301, -46
371.062326301, -50
371.062326301, -44
371.062326301, -43
371.062326301, -43
371.062326301, -43
371.062326301, -42
371.062326301, -43
371.062326301, -43
371.062326301, -42
371.062326301, -41
696.322662277, -49
696.322662277, -44
696.322662277, -46
696.322662277, -45
696.322662277, -44
696.322662277, -44
696.322662277, -42
696.322662277, -42
696.322662277, -40
696.322662277, -40
696.322662277, -41
696.322662277, -42
696.322662277, -40
696.322662277, -40
696.322662277, -44
696.322662277, -51
696.322662277, -53
696.322662277, -54
696.322662277, -50
696.322662277, -50
549.404450291, -38
549.404450291, -37
549.404450291, -38
549.404450291, -38
549.404450291, -33
549.404450291, -35
549.404450291, -40
549.404450291, -38
549.404450291, -38
549.404450291, -37
549.404450291, -32
549.404450291, -34
549.404450291, -35
549.404450291, -34
549.404450291, -33
549.404450291, -33
549.404450291, -35
549.404450291, -35
549.404450291, -35
549.404450291, -36
604.346134264, -38
604.346134264, -38
604.346134264, -37
604.346134264, -37
604.346134264, -37
604.346134264, -41
604.346134264, -37
604.346134264, -37
604.346134264, -38
604.346134264, -38
604.346134264, -39
604.346134264, -39
604.346134264, -37
604.346134264, -37
604.346134264, -37
604.346134264, -37
604.346134264, -41
604.346134264, -37
604.346134264, -38
604.346134264, -37
5.59016994375, -16
5.59016994375, -16
5.59016994375, -16
5.59016994375, -16
5.59016994375, -16
5.59016994375, -16
5.59016994375, -17
5.59016994375, -15
5.59016994375, -16
5.59016994375, -16
5.59016994375, -16
5.59016994375, -16
5.59016994375, -15
5.59016994375, -15
5.59016994375, -16
5.59016994375, -14
5.59016994375, -15
5.59016994375, -14
5.59016994375, -13
5.59016994375, -14
467.735234935, -43
467.735234935, -40
467.735234935, -39
467.735234935, -41
467.735234935, -40
467.735234935, -41
467.735234935, -44
467.735234935, -44
467.735234935, -40
467.735234935, -42
467.735234935, -42
467.735234935, -39
467.735234935, -42
467.735234935, -44
467.735234935, -41
467.735234935, -40
467.735234935, -43
467.735234935, -38
467.735234935, -42
467.735234935, -40
323.121107327, -40
323.121107327, -38
323.121107327, -38
323.121107327, -40
323.121107327, -40
323.121107327, -40
323.121107327, -39
323.121107327, -40
323.121107327, -40
323.121107327, -41
323.121107327, -40
323.121107327, -40
323.121107327, -39
323.121107327, -39
323.121107327, -40
323.121107327, -41
323.121107327, -39
323.121107327, -44
323.121107327, -40
323.121107327, -40
459.355254678, -45
459.355254678, -46
459.355254678, -46
459.355254678, -50
459.355254678, -48
459.355254678, -49
459.355254678, -44
459.355254678, -47
459.355254678, -47
459.355254678, -45
459.355254678, -46
459.355254678, -45
459.355254678, -48
459.355254678, -47
459.355254678, -45
459.355254678, -46
459.355254678, -45
459.355254678, -45
459.355254678, -46
459.355254678, -47
519.882919512, -30
519.882919512, -32
519.882919512, -33
519.882919512, -31
519.882919512, -29
519.882919512, -33
519.882919512, -31
519.882919512, -34
519.882919512, -35
519.882919512, -32
519.882919512, -32
519.882919512, -33
519.882919512, -33
519.882919512, -32
519.882919512, -34
519.882919512, -33
519.882919512, -34
519.882919512, -36
519.882919512, -34
519.882919512, -34
612.827259511, -53
612.827259511, -53
612.827259511, -53
612.827259511, -50
612.827259511, -50
612.827259511, -50
612.827259511, -53
612.827259511, -50
612.827259511, -50
612.827259511, -48
612.827259511, -50
612.827259511, -46
612.827259511, -48
612.827259511, -47
612.827259511, -45
612.827259511, -46
612.827259511, -45
612.827259511, -45
612.827259511, -46
612.827259511, -45
389.397290694, -44
389.397290694, -40
389.397290694, -41
389.397290694, -40
389.397290694, -41
389.397290694, -41
389.397290694, -41
389.397290694, -41
389.397290694, -43
389.397290694, -40
389.397290694, -43
389.397290694, -43
389.397290694, -43
389.397290694, -40
389.397290694, -41
389.397290694, -41
389.397290694, -42
389.397290694, -42
389.397290694, -41
389.397290694, -45
541.857222892, -52
541.857222892, -55
541.857222892, -51
541.857222892, -56
541.857222892, -53
541.857222892, -52
541.857222892, -49
541.857222892, -50
541.857222892, -51
541.857222892, -53
541.857222892, -53
541.857222892, -53
541.857222892, -53
541.857222892, -55
541.857222892, -56
541.857222892, -58
541.857222892, -56
541.857222892, -51
541.857222892, -53
541.857222892, -56
499.343819427, -50
499.343819427, -52
499.343819427, -55
499.343819427, -62
499.343819427, -56
499.343819427, -53
499.343819427, -53
499.343819427, -58
499.343819427, -55
499.343819427, -52
499.343819427, -55
499.343819427, -52
499.343819427, -52
499.343819427, -56
499.343819427, -65
499.343819427, -57
499.343819427, -59
499.343819427, -59
499.343819427, -55
499.343819427, -56
